Hour,AvgTotal,StdTotal
11,25312.393442622953,838.7306232144243
12,25873.31147540984,979.1868245688862
13,25357.37704918033,1001.4790727937115
14,26294.32786885246,1078.249670307582
15,26430.590163934423,1086.664657535175
16,26318.426229508194,1084.9982164979886
17,26516.0,1064.1547403810264
18,26100.60655737705,903.6632783358737
19,26028.983606557376,738.8963079009231
20,25272.081967213115,691.2832992621427
