nodes,it,cost
756,11,0.00020557050235881438
756,12,0.0002225159870195827
756,13,0.0002162118150719202
756,14,0.0002751332665227032
756,15,0.00027099926376000923
756,16,0.00024301149626102387
756,17,0.00023223453168290194
756,18,0.0001663599607489227
756,19,0.00012938967968392716
756,20,0.00012182943127324127
