nodes,it,cost
756,11,0.0006659476130676097
756,12,0.0007486549564544148
756,13,0.0005009427096925306
756,14,0.0007077188620351538
756,15,0.0007334795215089272
756,16,0.0007337219255392363
756,17,0.0005725070439329079
756,18,0.00044616926543916897
756,19,0.00032483591874550555
756,20,0.00034644380042532264
