nodes,cost_wo_pp,cost,loss
18,6.640738206660458e-17,-2.4665599053310275e-17,0.234744006173527
60,2.6580543360262057e-05,2.5228863595437854e-05,0.2089980115002987
210,2.934379274555613e-05,2.356879372689025e-05,0.20143213996826845
756,1.4778310306053208e-05,1.3216286729010621e-05,0.19882462189645028
2772,1.234322463487892e-05,7.717173490918921e-06,0.19808442476482882
