nodes,it,cost
756,11,0.0015503391869671017
756,12,0.0016730937474615341
756,13,0.001154717674364636
756,14,0.0015691702640713832
756,15,0.0017536430563940342
756,16,0.0015368577769449402
756,17,0.0014227797208826564
756,18,0.0009031221592946207
756,19,0.0006835089188203189
756,20,0.0006264492157002117
