m,bias,alphasc,beta,init,reg_type,value
18,bias_x,1.0,0.1,3,5.119258035541877e-16
18,bias_x,1.5,0.1,3,7.16846108258288e-05
18,bias_x,2.5,0.0,3,0.00046251283851278643
18,bias_x,0.5,0.2,4,0.0009696876929053448
18,bias_x,1.5,0.1,0,0.0019354516977351023
18,bias_y,0.5,0.2,3,0.00026349007930808697
18,bias_y,1.0,0.1,3,0.00026349007930808697
18,bias_y,2.5,0.0,3,0.00046251283851278643
18,bias_y,0.1,0.2,4,0.0017766263119077899
18,bias_y,0.5,0.1,3,0.0017766263119077899
60,bias_x,1.5,0.2,4,0.0002616254712020964
60,bias_x,1.5,0.2,2,0.00042883556813495463
60,bias_x,1.0,0.2,1,0.0005407398267523591
60,bias_x,2.5,0.2,1,0.00055803557837032
60,bias_x,1.0,0.2,4,0.0006085183126252577
60,bias_y,0.1,0.0,3,0.0007578064512900305
60,bias_y,0.5,0.1,2,0.001213716616588168
60,bias_y,1.0,0.0,2,0.0012617901601275387
60,bias_y,3.0,0.0,4,0.0013163972985497463
60,bias_y,0.1,0.0,0,0.0013367032016540533
210,bias_x,1.5,0.1,0,0.000669404556524976
210,bias_x,0.1,0.0,4,0.000671348110253601
210,bias_x,1.0,0.2,2,0.0007049532113885497
210,bias_x,1.0,0.1,4,0.0007393969586156884
210,bias_x,0.1,0.1,1,0.000796789471227605
210,bias_y,0.1,0.0,4,0.0006675108853378944
210,bias_y,0.5,0.0,1,0.000976353883735574
210,bias_y,1.0,0.1,4,0.0010250284689397597
210,bias_y,0.5,0.2,4,0.0010263616304402071
210,bias_y,1.0,0.2,4,0.001039220299797852
756,no_bias,0.5,0.0,2,0.000482515498593089
756,no_bias,0.5,0.0,1,0.0005011456735002566
756,no_bias,0.5,0.0,0,0.0005054243360227338
756,no_bias,0.5,0.0,3,0.0005207975332905944
756,no_bias,1.0,0.0,4,0.0005669804002864797
756,bias_x,0.5,0.0,0,0.00038597851610039325
756,bias_x,0.5,0.0,2,0.0004324013454319368
756,bias_x,0.5,0.0,4,0.00046622875444122933
756,bias_x,0.5,0.0,1,0.0005152250357671347
756,bias_x,0.5,0.0,3,0.000533039531640932
756,bias_y,0.5,0.0,0,0.0003865201251375959
756,bias_y,0.5,0.0,2,0.00043337769402982377
756,bias_y,0.5,0.0,4,0.00046644890169638434
756,bias_y,0.5,0.0,1,0.0005152250357671347
756,bias_y,0.5,0.0,3,0.0005316192109164415
2772,bias_x,0.1,0.0,2,0.0003721896003904555
2772,bias_x,0.1,0.0,3,0.000381234957718747
2772,bias_x,0.1,0.0,4,0.00039621432741598184
2772,bias_x,0.1,0.0,0,0.00040554424073105817
2772,bias_x,0.1,0.0,1,0.0004175519190045495
2772,bias_y,0.1,0.0,3,0.0003674438990077677
2772,bias_y,0.1,0.0,4,0.0003708005168691899
2772,bias_y,0.1,0.0,1,0.00038785430666679046
2772,bias_y,0.1,0.0,2,0.00038861898447026754
2772,bias_y,0.1,0.0,0,0.00040554424073105817
