m,bias,alphasc,beta,init,reg_type,value
756,no_bias,0.5,0.0,2,0.00022899973887587514
756,no_bias,0.5,0.0,3,0.0002871587961474853
756,no_bias,0.5,0.0,4,0.0003017754368484285
756,no_bias,0.5,0.0,1,0.0003096904151096149
756,no_bias,1.0,0.0,1,0.00032599824808860167
756,bias_x,0.5,0.0,1,0.0002541749663339717
756,bias_x,0.5,0.0,0,0.000269650653888581
756,bias_x,0.5,0.0,2,0.0002751560238664104
756,bias_x,0.5,0.0,4,0.00027998098241394526
756,bias_x,1.0,0.0,2,0.00029405320875250683
756,bias_y,0.5,0.0,1,0.00025494235820931006
756,bias_y,0.5,0.0,0,0.00027066133372991675
756,bias_y,0.5,0.0,2,0.0002751560238664104
756,bias_y,0.5,0.0,4,0.00027998098241394526
756,bias_y,1.0,0.0,2,0.00029405320875250683
