m,bias,alphasc,beta,init,reg_type,value
18,no_bias,4.0,0.2,0,-2.8595843292102207e-17
18,no_bias,1.5,0.1,0,4.7659738820170347e-17
18,no_bias,2.5,0.2,2,4.7659738820170347e-17
18,no_bias,1.5,0.2,0,4.7659738820170347e-17
18,no_bias,3.0,0.2,2,1.4672265091808779e-05
18,bias_x,6.0,0.2,0,-6.672363434823849e-17
18,bias_x,4.0,0.1,2,-6.672363434823849e-17
18,bias_x,4.0,0.2,0,-2.8595843292102207e-17
18,bias_x,5.0,0.1,2,-2.8595843292102207e-17
18,bias_x,5.0,0.2,0,-2.8595843292102207e-17
18,bias_y,3.0,0.1,0,6.749750409940376e-05
18,bias_y,4.0,0.1,0,6.749750409944188e-05
18,bias_y,6.0,0.2,3,6.749750409944188e-05
18,bias_y,5.0,0.2,0,0.00018519370807819325
18,bias_y,2.0,0.0,0,0.0001989019871179814
60,no_bias,8.0,0.2,4,0.00011590754627146245
60,no_bias,9.0,0.2,4,0.0001233711708177559
60,no_bias,8.0,0.2,0,0.00014154077008813587
60,no_bias,1.5,0.0,4,0.0001425688585257915
60,no_bias,1.0,0.0,4,0.0001589182366834843
60,bias_x,7.0,0.2,4,0.00012032921916808481
60,bias_x,10.0,0.2,4,0.0001249467351679239
60,bias_x,4.0,0.0,3,0.00013561927141382026
60,bias_x,5.0,0.2,4,0.00013939999136227324
60,bias_x,1.0,0.0,4,0.00014117358680405687
60,bias_y,4.0,0.1,3,0.0001026127921517483
60,bias_y,4.0,-0.1,3,0.00010483369816532121
60,bias_y,7.0,0.2,4,0.00013217364683678132
60,bias_y,4.0,0.0,3,0.00013561927141382026
60,bias_y,1.0,0.0,4,0.00014117358680405687
210,no_bias,0.5,0.0,1,9.124938143629244e-05
210,no_bias,5.0,0.1,2,0.00010944684345767969
210,no_bias,2.0,0.0,1,0.00013768602813428498
210,no_bias,4.0,0.1,2,0.00013822479432544586
210,no_bias,2.0,0.1,1,0.0001392379500776434
210,bias_x,3.0,0.0,2,0.00010894814267937694
210,bias_x,3.0,0.1,2,0.00011988237065193692
210,bias_x,4.0,0.0,2,0.00012528827044652974
210,bias_x,0.5,0.0,2,0.0001254476163033094
210,bias_x,0.1,0.0,1,0.00012853387748178345
210,bias_y,3.0,0.0,2,0.00011774736405865948
210,bias_y,3.0,0.1,2,0.00011978579234986205
210,bias_y,4.0,0.0,2,0.00012528827044652974
210,bias_y,0.5,0.0,2,0.0001254476163033094
210,bias_y,0.1,0.0,1,0.00012853387748178345
756,no_bias,0.5,0.0,2,6.819860787055839e-05
756,no_bias,0.5,0.0,4,7.049465503629211e-05
756,no_bias,0.5,0.0,0,8.183477213742761e-05
756,no_bias,1.5,0.0,0,8.700682799204672e-05
756,no_bias,0.5,0.0,1,8.772604736136326e-05
756,bias_x,0.5,0.0,0,7.050197717096633e-05
756,bias_x,0.5,0.0,2,7.568393549255456e-05
756,bias_x,0.5,0.0,4,7.64020365181792e-05
756,bias_x,1.0,0.0,2,7.677640619542095e-05
756,bias_x,1.0,0.0,4,8.439092049485479e-05
756,bias_y,0.5,0.0,0,7.03695619515313e-05
756,bias_y,0.5,0.0,2,7.568393549255456e-05
756,bias_y,0.5,0.0,4,7.597048645245752e-05
756,bias_y,1.0,0.0,2,7.677640619542095e-05
756,bias_y,1.0,0.0,4,8.439092049485479e-05
2772,no_bias,0.1,0.0,4,4.124008550397238e-05
2772,no_bias,0.1,0.0,3,4.613675401356549e-05
2772,no_bias,0.1,0.0,0,5.0036425032706086e-05
2772,no_bias,0.1,0.0,1,5.0254368410184965e-05
2772,no_bias,0.1,0.0,2,5.352462227805683e-05
2772,bias_x,0.1,0.0,1,4.485076354877213e-05
2772,bias_x,0.1,0.0,4,4.5603077390547736e-05
2772,bias_x,0.1,0.0,3,4.6036887167266785e-05
2772,bias_x,0.1,0.0,2,4.677085234553844e-05
2772,bias_x,0.1,0.0,0,4.76910191575441e-05
2772,bias_y,0.1,0.0,2,4.0937801105112685e-05
2772,bias_y,0.1,0.0,1,4.534441598182163e-05
2772,bias_y,0.1,0.0,4,4.5603077390547736e-05
2772,bias_y,0.1,0.0,3,4.655245535895776e-05
2772,bias_y,0.1,0.0,0,4.76910191575441e-05
