m,bias,alphasc,beta,init,reg_type,value
18,no_bias,2.5,0.1,4,6.640738206660458e-17
18,bias_x,2.0,0.1,3,6.640738206660458e-17
18,bias_y,2.5,0.1,1,6.640738206660458e-17
60,no_bias,6.0,0.1,4,2.9204774988539048e-05
60,bias_x,1.0,0.1,3,2.4056924780277917e-05
60,bias_y,1.5,0.0,4,2.6580543360262057e-05
210,no_bias,1.5,0.0,0,2.9654167723851197e-05
210,bias_x,0.5,0.0,3,3.4488315157004625e-05
210,bias_y,0.5,-0.1,3,2.934379274555613e-05
756,no_bias,0.5,0.0,4,1.9405990326590408e-05
756,bias_x,0.5,0.0,3,1.4778310306053208e-05
756,bias_y,0.5,0.0,3,1.4778310306053208e-05
2772,no_bias,0.1,0.0,1,1.245895199795369e-05
2772,bias_x,0.1,0.0,1,1.255022963441916e-05
2772,bias_y,0.1,0.0,1,1.234322463487892e-05
